,Village,District,Region,Population
1987,Jwathi,Kasungu,Central,2172.5592783505153
1988,Kabapha,Kasungu,Central,2172.5592783505153
1989,Kabuma,Kasungu,Central,2172.5592783505153
1990,Kachamba,Kasungu,Central,2172.5592783505153
1991,Kachembwe,Kasungu,Central,2172.5592783505153
1992,Kacheta,Kasungu,Central,2172.5592783505153
1993,Kachimera,Kasungu,Central,2172.5592783505153
1994,Kachinda,Kasungu,Central,2172.5592783505153
1995,Kadifula,Kasungu,Central,2172.5592783505153
1996,Kafuwa,Kasungu,Central,2172.5592783505153
1997,Kahonoko,Kasungu,Central,2172.5592783505153
1998,Kaisi,Kasungu,Central,2172.5592783505153
1999,Kajuwathira,Kasungu,Central,2172.5592783505153
2000,Kalimila,Kasungu,Central,2172.5592783505153
2001,Kalimira,Kasungu,Central,2172.5592783505153
2002,Kalufu,Kasungu,Central,2172.5592783505153
2003,Kalulu,Kasungu,Central,2172.5592783505153
2004,Kaluluma,Kasungu,Central,2172.5592783505153
2005,Kamboni,Kasungu,Central,2172.5592783505153
2006,Kamchocho,Kasungu,Central,2172.5592783505153
2007,Kamdidi,Kasungu,Central,2172.5592783505153
2008,Kamphungu,Kasungu,Central,2172.5592783505153
2009,Kamtimbo,Kasungu,Central,2172.5592783505153
2010,Kamtukungwa,Kasungu,Central,2172.5592783505153
2011,Kamtuwale,Kasungu,Central,2172.5592783505153
2012,Kamunda,Kasungu,Central,2172.5592783505153
2013,Kamwalembo,Kasungu,Central,2172.5592783505153
2014,Kamzaza,Kasungu,Central,2172.5592783505153
2015,Kanadala,Kasungu,Central,2172.5592783505153
2016,Kanike,Kasungu,Central,2172.5592783505153
2017,Kaning'a,Kasungu,Central,2172.5592783505153
2018,Kanjauke,Kasungu,Central,2172.5592783505153
2019,Kanjodo,Kasungu,Central,2172.5592783505153
2020,Kankhumbwa,Kasungu,Central,2172.5592783505153
2021,Kanyakatika,Kasungu,Central,2172.5592783505153
2022,Kanyenda,Kasungu,Central,2172.5592783505153
2023,Kaongo,Kasungu,Central,2172.5592783505153
2024,Kapawara,Kasungu,Central,2172.5592783505153
2025,Kapelula,Kasungu,Central,2172.5592783505153
2026,Kaphaizi,Kasungu,Central,2172.5592783505153
2027,Kaphale,Kasungu,Central,2172.5592783505153
2028,Kapheni,Kasungu,Central,2172.5592783505153
2029,Kapichila,Kasungu,Central,2172.5592783505153
2030,Kapinya,Kasungu,Central,2172.5592783505153
2031,Kaponda,Kasungu,Central,2172.5592783505153
2032,Kapopo,Kasungu,Central,2172.5592783505153
2033,Kapota,Kasungu,Central,2172.5592783505153
2034,Kapyanga,Kasungu,Central,2172.5592783505153
2035,Kapyela,Kasungu,Central,2172.5592783505153
2036,Kapyola,Kasungu,Central,2172.5592783505153
2037,Kasakula,Kasungu,Central,2172.5592783505153
2038,Kasalika,Kasungu,Central,2172.5592783505153
2039,Kasasa,Kasungu,Central,2172.5592783505153
2040,Kasera,Kasungu,Central,2172.5592783505153
2041,Kasichi,Kasungu,Central,2172.5592783505153
2042,Kasiya,Kasungu,Central,2172.5592783505153
2043,Katambadzuwa,Kasungu,Central,2172.5592783505153
2044,Katandika,Kasungu,Central,2172.5592783505153
2045,Katenje,Kasungu,Central,2172.5592783505153
2046,Kathewera,Kasungu,Central,2172.5592783505153
2047,Kathipwiti,Kasungu,Central,2172.5592783505153
2048,Kathongela,Kasungu,Central,2172.5592783505153
2049,Kathuza,Kasungu,Central,2172.5592783505153
2050,Katsilizika,Kasungu,Central,2172.5592783505153
2051,Katsirizika,Kasungu,Central,2172.5592783505153
2052,Katukula,Kasungu,Central,2172.5592783505153
2053,Kauluka,Kasungu,Central,2172.5592783505153
2054,Kauma,Kasungu,Central,2172.5592783505153
2055,Kaunda,Kasungu,Central,2172.5592783505153
2056,Kavika,Kasungu,Central,2172.5592783505153
2057,Kavikula,Kasungu,Central,2172.5592783505153
2058,Kavumbiri,Kasungu,Central,2172.5592783505153
2059,Kawamba,Kasungu,Central,2172.5592783505153
2060,Kawamba Misonzi,Kasungu,Central,2172.5592783505153
2061,Kawambamakoza,Kasungu,Central,2172.5592783505153
2062,Kawata,Kasungu,Central,2172.5592783505153
2063,Kawaye,Kasungu,Central,2172.5592783505153
2064,Kaweta,Kasungu,Central,2172.5592783505153
2065,Kayesa,Kasungu,Central,2172.5592783505153
2066,Kazinda,Kasungu,Central,2172.5592783505153
2067,Kazomba,Kasungu,Central,2172.5592783505153
2068,Kwindanguwo,Kasungu,Central,2172.5592783505153
2069,Labwe,Kasungu,Central,2172.5592783505153
2070,Lifupa,Kasungu,Central,2172.5592783505153
2071,Linyangwa,Kasungu,Central,2172.5592783505153
2072,Longwe,Kasungu,Central,2172.5592783505153
2073,Lupafya,Kasungu,Central,2172.5592783505153
2074,Luziba,Kasungu,Central,2172.5592783505153
2075,Machila,Kasungu,Central,2172.5592783505153
2076,Machinyira,Kasungu,Central,2172.5592783505153
2077,Madumeni,Kasungu,Central,2172.5592783505153
2078,Magantha,Kasungu,Central,2172.5592783505153
2079,Maila,Kasungu,Central,2172.5592783505153
2080,Makanda,Kasungu,Central,2172.5592783505153
2081,Makhula,Kasungu,Central,2172.5592783505153
2082,Malambadzuka,Kasungu,Central,2172.5592783505153
2083,Malangano,Kasungu,Central,2172.5592783505153
2084,Malawira,Kasungu,Central,2172.5592783505153
2085,Maliwa,Kasungu,Central,2172.5592783505153
2086,Maluvenji,Kasungu,Central,2172.5592783505153
2087,Maluwa,Kasungu,Central,2172.5592783505153
2088,Mangulu,Kasungu,Central,2172.5592783505153
2089,Mangwazo,Kasungu,Central,2172.5592783505153
2090,Manjondo,Kasungu,Central,2172.5592783505153
2091,Mankhaka,Kasungu,Central,2172.5592783505153
2092,Mankhalala,Kasungu,Central,2172.5592783505153
2093,Masaka,Kasungu,Central,2172.5592783505153
2094,Masamba,Kasungu,Central,2172.5592783505153
2095,Masasa,Kasungu,Central,2172.5592783505153
2096,Masewera,Kasungu,Central,2172.5592783505153
2097,Matapata,Kasungu,Central,2172.5592783505153
2098,Matatiyo,Kasungu,Central,2172.5592783505153
2099,Mateyu,Kasungu,Central,2172.5592783505153
2100,Mawawa,Kasungu,Central,2172.5592783505153
2101,Mayenje,Kasungu,Central,2172.5592783505153
2102,Mazinga,Kasungu,Central,2172.5592783505153
2103,Mbachundu,Kasungu,Central,2172.5592783505153
2104,Mbambo,Kasungu,Central,2172.5592783505153
2105,Mbangala,Kasungu,Central,2172.5592783505153
2106,Mbatata,Kasungu,Central,2172.5592783505153
2107,Mbendeka,Kasungu,Central,2172.5592783505153
2108,Mbulanda,Kasungu,Central,2172.5592783505153
2109,Mchacha,Kasungu,Central,2172.5592783505153
2110,Mchena,Kasungu,Central,2172.5592783505153
2111,Mchepa,Kasungu,Central,2172.5592783505153
2112,Mchinga,Kasungu,Central,2172.5592783505153
2113,Mdoni,Kasungu,Central,2172.5592783505153
2114,Mdunga,Kasungu,Central,2172.5592783505153
2115,Mdzunda,Kasungu,Central,2172.5592783505153
2116,Mende,Kasungu,Central,2172.5592783505153
2117,Mgumila,Kasungu,Central,2172.5592783505153
2118,Miyowe,Kasungu,Central,2172.5592783505153
2119,Mkanda,Kasungu,Central,2172.5592783505153
2120,Mkando,Kasungu,Central,2172.5592783505153
2121,Mkango,Kasungu,Central,2172.5592783505153
2122,Mkhomamphero,Kasungu,Central,2172.5592783505153
2123,Mkhota,Kasungu,Central,2172.5592783505153
2124,Mkomachilolo,Kasungu,Central,2172.5592783505153
2125,Mkulala,Kasungu,Central,2172.5592783505153
2126,Mkulumimba,Kasungu,Central,2172.5592783505153
2127,Mkwanda,Kasungu,Central,2172.5592783505153
2128,Mkwesa,Kasungu,Central,2172.5592783505153
2129,Mkwewu,Kasungu,Central,2172.5592783505153
2130,Mlangali,Kasungu,Central,2172.5592783505153
2131,Mndewe,Kasungu,Central,2172.5592783505153
2132,Mnduka,Kasungu,Central,2172.5592783505153
2133,Mngwala,Kasungu,Central,2172.5592783505153
2134,Mnkhaka,Kasungu,Central,2172.5592783505153
2135,Mnkhoma,Kasungu,Central,2172.5592783505153
2136,Mnkhorwe,Kasungu,Central,2172.5592783505153
2137,Mnundwe,Kasungu,Central,2172.5592783505153
2138,Moses Siwande,Kasungu,Central,2172.5592783505153
2139,Mphamba,Kasungu,Central,2172.5592783505153
2140,Mphandukila,Kasungu,Central,2172.5592783505153
2141,Mphasi,Kasungu,Central,2172.5592783505153
2142,Mphepo,Kasungu,Central,2172.5592783505153
2143,Mphezewa,Kasungu,Central,2172.5592783505153
2144,Mphichi,Kasungu,Central,2172.5592783505153
2145,Mphomwa,Kasungu,Central,2172.5592783505153
2146,Mphonde,Kasungu,Central,2172.5592783505153
2147,Mphungu,Kasungu,Central,2172.5592783505153
2148,Mponda,Kasungu,Central,2172.5592783505153
2149,Msakasilo,Kasungu,Central,2172.5592783505153
2150,Msikawanthu,Kasungu,Central,2172.5592783505153
2151,Msiyamo,Kasungu,Central,2172.5592783505153
2152,Msokwa,Kasungu,Central,2172.5592783505153
2153,Msola,Kasungu,Central,2172.5592783505153
2154,Msolola,Kasungu,Central,2172.5592783505153
2155,Msulira,Kasungu,Central,2172.5592783505153
2156,Mtangalala,Kasungu,Central,2172.5592783505153
2157,Mtanira,Kasungu,Central,2172.5592783505153
2158,Mthiko,Kasungu,Central,2172.5592783505153
2159,Mtondo,Kasungu,Central,2172.5592783505153
2160,Mtoso,Kasungu,Central,2172.5592783505153
2161,Mtsiro,Kasungu,Central,2172.5592783505153
2162,Mtuta,Kasungu,Central,2172.5592783505153
2163,Muluka,Kasungu,Central,2172.5592783505153
2164,Munye,Kasungu,Central,2172.5592783505153
2165,Munyemadzi,Kasungu,Central,2172.5592783505153
2166,Mwalimo,Kasungu,Central,2172.5592783505153
2167,Mwezi,Kasungu,Central,2172.5592783505153
2168,Mwimba,Kasungu,Central,2172.5592783505153
2169,Mwimira,Kasungu,Central,2172.5592783505153
2170,Mzoweza,Kasungu,Central,2172.5592783505153
2171,Mzumara,Kasungu,Central,2172.5592783505153
2172,Nanana,Kasungu,Central,2172.5592783505153
2173,Ndaula,Kasungu,Central,2172.5592783505153
2174,Ndembera,Kasungu,Central,2172.5592783505153
2175,Ndeule,Kasungu,Central,2172.5592783505153
2176,Nduwa,Kasungu,Central,2172.5592783505153
2177,Newa,Kasungu,Central,2172.5592783505153
2178,Ngolokoto,Kasungu,Central,2172.5592783505153
2179,Ngowe,Kasungu,Central,2172.5592783505153
2180,Ngwembe,Kasungu,Central,2172.5592783505153
2181,Njiti,Kasungu,Central,2172.5592783505153
2182,Njobvu,Kasungu,Central,2172.5592783505153
2183,Nkhandwe,Kasungu,Central,2172.5592783505153
2184,Nkhombe,Kasungu,Central,2172.5592783505153
2185,Nkhondokwawu,Kasungu,Central,2172.5592783505153
2186,Nowa,Kasungu,Central,2172.5592783505153
2187,Nowa Chisi,Kasungu,Central,2172.5592783505153
2188,Nsewo,Kasungu,Central,2172.5592783505153
2189,Nsiwa,Kasungu,Central,2172.5592783505153
2190,Nthumbira,Kasungu,Central,2172.5592783505153
2191,Nthumbo,Kasungu,Central,2172.5592783505153
2192,Nthunduwala,Kasungu,Central,2172.5592783505153
2193,Nyaluwanga,Kasungu,Central,2172.5592783505153
2194,Nyambo,Kasungu,Central,2172.5592783505153
2195,Nyanda,Kasungu,Central,2172.5592783505153
2196,Nyaza,Kasungu,Central,2172.5592783505153
2197,Nyonyo,Kasungu,Central,2172.5592783505153
2198,Ofesi,Kasungu,Central,2172.5592783505153
2199,Phoka,Kasungu,Central,2172.5592783505153
2200,Sainimtuwa,Kasungu,Central,2172.5592783505153
2201,Sakwi,Kasungu,Central,2172.5592783505153
2202,Salamba,Kasungu,Central,2172.5592783505153
2203,Samson,Kasungu,Central,2172.5592783505153
2204,Sendwe,Kasungu,Central,2172.5592783505153
2205,Serenje,Kasungu,Central,2172.5592783505153
2206,Shemu,Kasungu,Central,2172.5592783505153
2207,Siliuka,Kasungu,Central,2172.5592783505153
2208,Simulemba,Kasungu,Central,2172.5592783505153
2209,Sinde,Kasungu,Central,2172.5592783505153
2210,Sindemba,Kasungu,Central,2172.5592783505153
2211,Sitolo,Kasungu,Central,2172.5592783505153
2212,Sokotani,Kasungu,Central,2172.5592783505153
2213,Sopani,Kasungu,Central,2172.5592783505153
2214,Suza,Kasungu,Central,2172.5592783505153
2215,Tambala,Kasungu,Central,2172.5592783505153
2216,Tembwe,Kasungu,Central,2172.5592783505153
2217,Thipa,Kasungu,Central,2172.5592783505153
2218,Thole,Kasungu,Central,2172.5592783505153
2219,Timeyo,Kasungu,Central,2172.5592783505153
2220,Tomasi,Kasungu,Central,2172.5592783505153
2221,Unkhata,Kasungu,Central,2172.5592783505153
2222,Vipingo,Kasungu,Central,2172.5592783505153
2223,Vuma,Kasungu,Central,2172.5592783505153
2224,Wanyala,Kasungu,Central,2172.5592783505153
2225,Wimbe,Kasungu,Central,2172.5592783505153
2226,Yakobe,Kasungu,Central,2172.5592783505153
2227,Yamwala,Kasungu,Central,2172.5592783505153
2228,Yasenya,Kasungu,Central,2172.5592783505153
2229,Yosefe,Kasungu,Central,2172.5592783505153
2230,Zakaliya,Kasungu,Central,2172.5592783505153
2231,Zanda,Kasungu,Central,2172.5592783505153
2232,Zebron Mwaya,Kasungu,Central,2172.5592783505153
2233,Zifa,Kasungu,Central,2172.5592783505153
2234,Zikondeyani,Kasungu,Central,2172.5592783505153
2235,Zolomondo,Kasungu,Central,2172.5592783505153
2236,Zozo,Kasungu,Central,2172.5592783505153
2237,Zude,Kasungu,Central,2172.5592783505153
2238,Zyaya,Kasungu,Central,2172.5592783505153
2239,Chalunda,Likoma,North,1320.6363636363637
2240,Chingole,Likoma,North,1320.6363636363637
2241,Chioko,Likoma,North,1320.6363636363637
2242,Kabuthu,Likoma,North,1320.6363636363637
2243,Kachere,Likoma,North,1320.6363636363637
2244,Makungwa,Likoma,North,1320.6363636363637
2245,Mani,Likoma,North,1320.6363636363637
2246,Mpima,Likoma,North,1320.6363636363637
2247,Msoka,Likoma,North,1320.6363636363637
2248,Nkhwemba,Likoma,North,1320.6363636363637
2249,Ntaya,Likoma,North,1320.6363636363637
2250,Airwing,Lilongwe,Central,7067.426799007444
2251,Amidu,Lilongwe,Central,7067.426799007444
2252,Area 12,Lilongwe,Central,7067.426799007444
2253,Area 15,Lilongwe,Central,7067.426799007444
2254,Area 18,Lilongwe,Central,7067.426799007444
2255,Area 22,Lilongwe,Central,7067.426799007444
2256,Area 24,Lilongwe,Central,7067.426799007444
2257,Area 25,Lilongwe,Central,7067.426799007444
2258,Area 3,Lilongwe,Central,7067.426799007444
2259,Area 30 Police,Lilongwe,Central,7067.426799007444
2260,Area 36,Lilongwe,Central,7067.426799007444
2261,Area 47 Sector I,Lilongwe,Central,7067.426799007444
2262,Area 49,Lilongwe,Central,7067.426799007444
2263,Balani,Lilongwe,Central,7067.426799007444
2264,Beni,Lilongwe,Central,7067.426799007444
2265,Bingu,Lilongwe,Central,7067.426799007444
2266,Bisai,Lilongwe,Central,7067.426799007444
2267,Biwi,Lilongwe,Central,7067.426799007444
2268,Bondo,Lilongwe,Central,7067.426799007444
2269,Bowa,Lilongwe,Central,7067.426799007444
2270,Bwatha,Lilongwe,Central,7067.426799007444
2271,Chadza,Lilongwe,Central,7067.426799007444
2272,Chadzala,Lilongwe,Central,7067.426799007444
2273,Chagamba,Lilongwe,Central,7067.426799007444
2274,Chakwanira,Lilongwe,Central,7067.426799007444
2275,Chalendewa,Lilongwe,Central,7067.426799007444
2276,Chamadenga,Lilongwe,Central,7067.426799007444
2277,Chambala II,Lilongwe,Central,7067.426799007444
2278,Chamkoma,Lilongwe,Central,7067.426799007444
2279,Chang'ombe,Lilongwe,Central,7067.426799007444
2280,Chanika,Lilongwe,Central,7067.426799007444
2281,Chankhuntha,Lilongwe,Central,7067.426799007444
2282,Chapata,Lilongwe,Central,7067.426799007444
2283,Chaponda,Lilongwe,Central,7067.426799007444
2284,Chatimba,Lilongwe,Central,7067.426799007444
2285,Chatsala,Lilongwe,Central,7067.426799007444
2286,Chauwa,Lilongwe,Central,7067.426799007444
2287,Chawanta,Lilongwe,Central,7067.426799007444
2288,Chawantha,Lilongwe,Central,7067.426799007444
2289,Chawo,Lilongwe,Central,7067.426799007444
2290,Chayera,Lilongwe,Central,7067.426799007444
2291,Chibimphi,Lilongwe,Central,7067.426799007444
2292,Chibungo,Lilongwe,Central,7067.426799007444
2293,Chidalanda,Lilongwe,Central,7067.426799007444
2294,Chidambaka,Lilongwe,Central,7067.426799007444
2295,Chidangwe,Lilongwe,Central,7067.426799007444
2296,Chidzala,Lilongwe,Central,7067.426799007444
2297,Chiipira,Lilongwe,Central,7067.426799007444
2298,Chikaguza,Lilongwe,Central,7067.426799007444
2299,Chikanda,Lilongwe,Central,7067.426799007444
2300,Chikanga,Lilongwe,Central,7067.426799007444
2301,Chikhutu,Lilongwe,Central,7067.426799007444
2302,Chikudzulire,Lilongwe,Central,7067.426799007444
2303,Chikuyakuti,Lilongwe,Central,7067.426799007444
2304,Chilembwe,Lilongwe,Central,7067.426799007444
2305,Chilinde,Lilongwe,Central,7067.426799007444
2306,Chilinga,Lilongwe,Central,7067.426799007444
2307,Chilipamoto,Lilongwe,Central,7067.426799007444
2308,Chilombo,Lilongwe,Central,7067.426799007444
2309,Chilowa,Lilongwe,Central,7067.426799007444
2310,Chilowe,Lilongwe,Central,7067.426799007444
2311,Chilu,Lilongwe,Central,7067.426799007444
2312,Chilunga,Lilongwe,Central,7067.426799007444
2313,Chimbalame,Lilongwe,Central,7067.426799007444
2314,Chimbalanga,Lilongwe,Central,7067.426799007444
2315,Chimbayo,Lilongwe,Central,7067.426799007444
2316,Chimimba,Lilongwe,Central,7067.426799007444
2317,Chimono,Lilongwe,Central,7067.426799007444
2318,Chimphanga,Lilongwe,Central,7067.426799007444
2319,Chimphangu,Lilongwe,Central,7067.426799007444
2320,Chimphepo,Lilongwe,Central,7067.426799007444
2321,Chimpumbulu,Lilongwe,Central,7067.426799007444
2322,Chimsolo,Lilongwe,Central,7067.426799007444
2323,Chimtolo,Lilongwe,Central,7067.426799007444
2324,Chimwano,Lilongwe,Central,7067.426799007444
2325,Ching'anga,Lilongwe,Central,7067.426799007444
2326,Chingira,Lilongwe,Central,7067.426799007444
2327,Chinguwo,Lilongwe,Central,7067.426799007444
2328,Chingwenje,Lilongwe,Central,7067.426799007444
2329,Chinkhowe,Lilongwe,Central,7067.426799007444
2330,Chinkhunda,Lilongwe,Central,7067.426799007444
2331,Chinkhuti,Lilongwe,Central,7067.426799007444
2332,Chinthankhwa,Lilongwe,Central,7067.426799007444
2333,Chinzili,Lilongwe,Central,7067.426799007444
2334,Chioko,Lilongwe,Central,7067.426799007444
2335,Chiotha,Lilongwe,Central,7067.426799007444
2336,Chipambwe,Lilongwe,Central,7067.426799007444
2337,Chipeni,Lilongwe,Central,7067.426799007444
2338,Chiphwanya,Lilongwe,Central,7067.426799007444
2339,Chiponde,Lilongwe,Central,7067.426799007444
2340,Chipsye,Lilongwe,Central,7067.426799007444
2341,Chiputu,Lilongwe,Central,7067.426799007444
2342,Chisamba,Lilongwe,Central,7067.426799007444
2343,Chisauka,Lilongwe,Central,7067.426799007444
2344,Chisembwere,Lilongwe,Central,7067.426799007444
2345,Chisemphere,Lilongwe,Central,7067.426799007444
2346,Chisenga,Lilongwe,Central,7067.426799007444
2347,Chitedze,Lilongwe,Central,7067.426799007444
2348,Chitekwele,Lilongwe,Central,7067.426799007444
2349,Chithawale,Lilongwe,Central,7067.426799007444
2350,Chitipi,Lilongwe,Central,7067.426799007444
2351,Chitsime,Lilongwe,Central,7067.426799007444
2352,Chitukula,Lilongwe,Central,7067.426799007444
2353,Chituwi,Lilongwe,Central,7067.426799007444
2354,Chiungo,Lilongwe,Central,7067.426799007444
2355,Chiunjiza,Lilongwe,Central,7067.426799007444
2356,Chiuzira,Lilongwe,Central,7067.426799007444
2357,Chiwete,Lilongwe,Central,7067.426799007444
2358,Chiweza,Lilongwe,Central,7067.426799007444
2359,Chiwoko,Lilongwe,Central,7067.426799007444
2360,Chiwoza,Lilongwe,Central,7067.426799007444
2361,Chizeze,Lilongwe,Central,7067.426799007444
2362,Chizu,Lilongwe,Central,7067.426799007444
2363,Chizu I,Lilongwe,Central,7067.426799007444
2364,Dama,Lilongwe,Central,7067.426799007444
2365,Dembo,Lilongwe,Central,7067.426799007444
2366,Dickson,Lilongwe,Central,7067.426799007444
2367,Doko,Lilongwe,Central,7067.426799007444
2368,Dzabwa,Lilongwe,Central,7067.426799007444
2369,Dzama,Lilongwe,Central,7067.426799007444
2370,Dzama III,Lilongwe,Central,7067.426799007444
2371,Dzenza,Lilongwe,Central,7067.426799007444
2372,Dzoole,Lilongwe,Central,7067.426799007444
2373,Dzuwa,Lilongwe,Central,7067.426799007444
2374,Elita,Lilongwe,Central,7067.426799007444
2375,Fulatira,Lilongwe,Central,7067.426799007444
2376,Gomba,Lilongwe,Central,7067.426799007444
2377,Gowera,Lilongwe,Central,7067.426799007444
2378,Gulule,Lilongwe,Central,7067.426799007444
2379,Gumbi,Lilongwe,Central,7067.426799007444
2380,Gwande,Lilongwe,Central,7067.426799007444
2381,Kabudula,Lilongwe,Central,7067.426799007444
2382,Kabunthu,Lilongwe,Central,7067.426799007444
2383,Kachala,Lilongwe,Central,7067.426799007444
2384,Kachepa,Lilongwe,Central,7067.426799007444
2385,Kachinga,Lilongwe,Central,7067.426799007444
2386,Kachipanda,Lilongwe,Central,7067.426799007444
2387,Kachira,Lilongwe,Central,7067.426799007444
2388,Kadzani,Lilongwe,Central,7067.426799007444
2389,Kafundu,Lilongwe,Central,7067.426799007444
2390,Kafutwe,Lilongwe,Central,7067.426799007444
2391,Kaipa IV,Lilongwe,Central,7067.426799007444
2392,Kakoloweko,Lilongwe,Central,7067.426799007444
2393,Kalama,Lilongwe,Central,7067.426799007444
2394,Kalambo,Lilongwe,Central,7067.426799007444
2395,Kalazi,Lilongwe,Central,7067.426799007444
2396,Kalengamadzi,Lilongwe,Central,7067.426799007444
2397,Kalesi,Lilongwe,Central,7067.426799007444
2398,Kalira,Lilongwe,Central,7067.426799007444
2399,Kaliwawalo,Lilongwe,Central,7067.426799007444
